,EMPLOYEE_ID,GENDER,ETHNICITY,JOB_STATUS,DEPARTMENT_TITLE,DEPARTMENT_NBR,JOB_CLASS_TITLE,EMPLOYMENT_DATE,ANNUAL_ADDITIONAL_PAY,ANNUAL_BASE_RATE,ANNUAL_RATE
14854,34177,Male,Caucasian,Active,P W ENGINEERING,6201,STRUCTRL ENGRG ASSC II,1986-08-18,0.0,105444.0,105444.0
18980,70212,Male,Hispanic,Active,P W ENGINEERING,6201,LANDSCAPE ARCH ASSC II,2001-11-19,0.0,105444.0,105444.0
42813,379108,Male,Filipino,Active,P W ENGINEERING,6201,MECH ENGRG ASSC II,2016-06-13,0.0,105444.0,105444.0
45056,385734,Female,Asian,Active,P W ENGINEERING,6201,CONSTR ESTIMATOR,2017-04-16,0.0,105297.84,105297.84
7198,68579,Male,Black,Active,P W ENGINEERING,6201,REAL ESTATE OFFICER I,2001-09-04,0.0,103084.56,103084.56
5302,35495,Male,Asian,Active,P W ENGINEERING,6201,GEOGRAPHIC INFORMATION SYSTEMS SPECIALIST,1989-04-17,0.0,102291.12,102291.12
2205,30397,Male,Hispanic,Active,P W ENGINEERING,6201,SYSTEMS ANALYST,2000-01-31,0.0,100307.52,100307.52
3936,11628,Male,Caucasian,Active,P W ENGINEERING,6201,MANAGEMENT ANALYST,1985-08-05,0.0,100307.52,100307.52
34410,351903,Male,Caucasian,Active,P W ENGINEERING,6201,ENVIRONMENTAL SPEC II,2012-12-03,0.0,99869.04,99869.04
149,14555,Female,Asian,Active,P W ENGINEERING,6201,PR CIVIL ENGR DRAF TEC,1986-03-17,0.0,97133.76,97133.76
365,18702,Male,Black,Active,P W ENGINEERING,6201,LAND SURVEYING ASST,1990-03-19,0.0,97133.76,97133.76
1373,32542,Male,Asian,Active,P W ENGINEERING,6201,ENGRG DESIGNER II,1983-11-21,0.0,97133.76,97133.76
17018,14422,Female,Black,Active,P W ENGINEERING,6201,PAYROLL SUPERVISOR II,1989-04-24,0.0,96966.72,96966.72
13316,56809,Male,Asian,Active,P W ENGINEERING,6201,CIVIL ENGRG ASSOC I,1989-06-05,0.0,94252.32,94252.32
39945,374704,Male,Asian,Active,P W ENGINEERING,6201,ELECTRCL ENGRG ASSC II,2015-10-13,0.0,92059.92,92059.92
10324,29493,Male,Hispanic,Active,P W ENGINEERING,6201,FIELD ENGINEER AIDE,2000-11-20,0.0,89199.36,89199.36
949,26979,Male,Filipino,Active,P W ENGINEERING,6201,ENGRG DESIGNER I,1987-06-29,0.0,88259.76,88259.76
7577,11216,Female,Black,Active,P W ENGINEERING,6201,EXEC ADMIN ASST II,1994-09-06,0.0,86317.92,86317.92
11925,43356,Female,Black,Active,P W ENGINEERING,6201,PERS RECORDS SUPV,2017-10-17,0.0,84334.32,84334.32
9583,30470,Male,Caucasian,Active,P W ENGINEERING,6201,SR ARCHITECT DRAFT TECH,2001-01-03,0.0,82684.8,82684.8
12441,52672,Male,Caucasian,Active,P W ENGINEERING,6201,SR CIVIL ENGR DRAFT TEC,1987-07-13,0.0,82684.8,82684.8
10744,40193,Male,Hispanic,Active,P W ENGINEERING,6201,OFFICE ENGRG TECH III,2001-04-10,0.0,80826.48,80826.48
31221,321001,Male,Hispanic,Active,P W ENGINEERING,6201,TITLE EXAMINER,2008-12-15,0.0,80826.48,80826.48
2533,52196,Female,Black,Active,P W ENGINEERING,6201,PR CLERK,1987-03-09,0.0,79156.08,79156.08
43613,384471,Male,Hispanic,Active,P W ENGINEERING,6201,REAL ESTATE OFFICER II,2017-02-21,0.0,76671.36,76671.36
20353,27561,Female,Hispanic,Active,P W ENGINEERING,6201,OFFICE ENGRG TECH II,2002-11-12,3988.34,72516.24,76504.58
1864,39438,Male,Hispanic,Active,P W ENGINEERING,6201,CIVIL ENGRG DRAFT TECH,1986-09-08,0.0,74228.4,74228.4
24640,282947,Male,Black,Active,P W ENGINEERING,6201,ARCHITECTURAL DRFT TECH,2006-06-22,0.0,74228.4,74228.4
40414,375792,Female,Other,Active,P W ENGINEERING,6201,STRUCTRL ENGRG ASSC I,2016-01-11,0.0,73831.68,73831.68
41234,377110,Female,Asian,Active,P W ENGINEERING,6201,LANDSCAPE ARCH ASSC I,2016-04-04,0.0,73831.68,73831.68
1751,43375,Female,Asian,Active,P W ENGINEERING,6201,SECRETARY,1985-09-16,0.0,71722.8,71722.8
196,12477,Female,Caucasian,Active,P W ENGINEERING,6201,SR ADMINISTRATIVE CLERK,2001-02-26,5444.98,66001.68,71446.66
40895,301980,Female,Caucasian,Active,P W ENGINEERING,6201,MANAGEMENT ASSISTANT,2007-08-13,0.0,71326.08,71326.08
42727,379296,Male,Hispanic,Active,P W ENGINEERING,6201,ELECTRCL ENGRG ASSC I,2016-06-27,0.0,69927.12,69927.12
3987,60286,Female,Asian,Active,P W ENGINEERING,6201,ACCOUNTING CLERK,2001-02-26,0.0,69697.44,69697.44
36429,365281,Male,Asian,Active,P W ENGINEERING,6201,ARCHITECTURAL ASSOC I,2014-06-02,0.0,68047.92,68047.92
39612,374546,Female,Hispanic,Active,P W ENGINEERING,6201,PLANNING ASSISTANT,2015-09-28,0.0,65103.84,65103.84
2298,23815,Male,Asian,Active,P W ENGINEERING,6201,REPROGRAPHIC OPER II,1989-06-05,0.0,63078.48,63078.48
39655,374547,Male,Hispanic,Active,P W ENGINEERING,6201,STUDENT ENGINEER,2015-09-21,0.0,60343.2,60343.2
3547,47187,Male,Hispanic,Active,P W ENGINEERING,6201,REPROGRAPHIC OPER I,2000-07-17,0.0,55645.2,55645.2
1812,26583,Male,Black,Active,P W ENGINEERING,6201,ADMINISTRATIVE CLERK,1980-08-24,0.0,53473.68,53473.68
42519,381654,Female,Other,Transferring Out,P W ENGINEERING,6201,COMMUN INFO REP II,2016-10-03,1275.25,46374.48,47649.73
43137,379608,Female,Filipino,Active,P W ENGINEERING,6201,ADMIN INTERN,2016-07-11,0.0,46771.2,46771.2
44009,382772,Female,Asian,Active,P W ENGINEERING,6201,STUDENT ARCHITECT,2016-11-28,0.0,42449.04,42449.04
954,17269,Male,Caucasian,Active,P W ENGINEERING,6201,PR ARCHITECT,1991-08-26,2918.5,190843.2,0.0
13992,10715,Male,Caucasian,Active,P W ENGINEERING,6201,TRANSITIONAL WORKER,2000-01-03,0.0,0.0,0.0
48068,389502,Female,Hispanic,Active,P W BD - AS NEEDED,5003,STUDENT PROF WORKER,2017-08-04,0.0,34243.2,34243.2
35836,363435,Female,Other,Active,OFC OF FINANCE AS NEEDED,8605,SR TAX RENEWAL ASST I,2014-03-23,975.1,35454.24,36429.34
42596,381664,Female,Hispanic,Active,OFC OF FINANCE AS NEEDED,8605,STUDENT PROF WORKER,2016-09-26,0.0,34243.2,34243.2
42504,381793,Female,Hispanic,Active,OFC OF FINANCE AS NEEDED,8605,TAX RENEWAL ASST I,2016-10-17,876.96,31946.4,32823.36
11910,43465,Female,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,DIR OF FINANCE,1986-09-14,0.0,260958.24,260958.24
23531,98735,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,CH INVESTMENT OFCR,2005-05-15,0.0,247991.76,247991.76
6335,61788,Male,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,ASST DIR OF FINANCE,2001-06-10,0.0,200531.52,200531.52
40644,43647,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,CH MANAGEMENT ANALYST,1989-10-23,0.0,175120.56,175120.56
41956,377880,Female,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,DIR CASH MGMT SERVICES,2016-05-16,0.0,175120.56,175120.56
25131,103667,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PORTFOLIO MANAGER I,2005-10-30,0.0,172406.16,172406.16
15285,11419,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,REVENUE MANAGER,1988-12-19,0.0,170004.96,170004.96
39412,374024,Male,Other,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PORTFOLIO MANAGER II,2015-08-24,0.0,169858.8,169858.8
6111,48615,Male,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,CHIEF TAX COMPLIANCE OFFICER II,2003-03-04,0.0,165870.72,165870.72
20498,77073,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR SYSTEMS ANALYST II,2002-12-30,0.0,146765.52,146765.52
15517,50935,Female,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR MGMT ANALYST II,1990-09-30,0.0,146744.64,146744.64
6301,56867,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,CHIEF TAX COMPLIANCE OFFICER I,1989-11-06,0.0,144677.52,144677.52
16226,21308,Female,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,FISCAL SYSTEMS SPEC II,2001-09-11,0.0,142840.08,142840.08
1961,42748,Male,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PR TAX AUDITOR,1997-12-07,0.0,131397.84,131397.84
22617,92921,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,DEPT CHIEF ACCT III,2004-10-18,0.0,127054.8,127054.8
46047,386202,Male,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,FINANCIAL MANAGER I,2017-05-01,0.0,126762.48,126762.48
11884,43190,Female,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PR TAX COMPLIANCE OFCR,1984-04-16,0.0,124966.8,124966.8
2552,54219,Female,Filipino,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PR ACCOUNTANT II,1998-06-21,0.0,120039.12,120039.12
39521,374288,Male,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PROGRAMMER/ANALYST V,2015-09-08,0.0,119078.64,119078.64
1680,39885,Female,Filipino,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR TAX AUDITOR,1999-11-22,0.0,118869.84,118869.84
46913,321498,Male,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR SYSTEMS ANALYST I,2009-01-05,0.0,118661.04,118661.04
20355,75944,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR MGMT ANALYST I,2002-11-10,0.0,118473.12,118473.12
7259,63912,Male,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX COMPLNCE OFCR III,2001-06-17,0.0,115299.36,115299.36
29840,308980,Female,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,FISCAL SYSTEMS SPEC I,2008-02-11,0.0,109766.16,109766.16
23114,94535,Female,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TREASURY ACCOUNTANT II,2005-01-10,0.0,103314.24,103314.24
35903,362951,Male,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SYSTEMS PROGRAMMER I,2014-03-03,0.0,102959.28,102959.28
1648,36138,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX AUDITOR II,1997-12-07,0.0,102249.36,102249.36
32,13514,Male,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SYSTEMS ANALYST,1998-08-31,0.0,100307.52,100307.52
3667,59674,Female,Filipino,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,MANAGEMENT ANALYST,1995-03-05,0.0,100307.52,100307.52
17777,40411,Female,Filipino,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR ACCOUNTANT II,1987-06-14,0.0,98950.32,98950.32
3021,45171,Female,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX COMPLNCE OFCR II,1989-08-28,0.0,94711.68,94711.68
17916,51981,Female,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,EXEC ADMIN ASST III,1994-11-07,0.0,92519.28,92519.28
24723,103664,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TREASURY ACCOUNTANT I,2005-11-07,0.0,89596.08,89596.08
48037,85050,Male,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PERSONNEL ANALYST,2003-09-22,0.0,87570.72,87570.72
2413,36874,Male,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,PR CLERK,2001-01-29,0.0,79156.08,79156.08
26057,279527,Female,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,ACCOUNTANT,2017-02-05,0.0,78696.72,78696.72
17419,21930,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,CUST SERV SPECIALIST,1998-08-31,3933.27,71514.0,75447.27
24874,106486,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,MANAGEMENT ASSISTANT,2006-02-21,3549.6,71326.08,74875.68
1737,38593,Male,Black,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX COMPLNCE AIDE,2000-10-23,0.0,71326.08,71326.08
730,29632,Female,Filipino,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,ACCOUNTING CLERK,1988-12-19,0.0,69697.44,69697.44
2775,55025,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR ADMINISTRATIVE CLERK,2005-03-01,0.0,66001.68,66001.68
46155,385394,Male,Caucasian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX AUDITOR I,2017-04-03,0.0,59361.84,59361.84
4114,33046,Female,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,FINANCE CLERK,2007-02-24,1558.95,56689.2,58248.15
29880,310362,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,ADMINISTRATIVE CLERK,2008-03-17,1470.47,53473.68,54944.15
16471,18861,Male,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,SR TAX RENEWAL ASST I,1993-10-18,0.0,40611.6,40611.6
13820,60194,Female,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX RENEWAL ASST III,1997-12-01,1955.67,35558.64,37514.31
45471,387486,Female,Asian,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,OFFICE TRAINEE ADMIN CLERK,2017-05-30,0.0,36581.76,36581.76
8419,19415,Female,Hispanic,Active,OFC OF FIN (REV MGMT/CITYWIDE),8603,TAX RENEWAL ASST II,1998-10-26,0.0,33470.64,33470.64
11943,43641,Female,Asian,Leave,OFC OF FIN (REV MGMT/CITYWIDE),8603,ACCOUNTING CLERK I,1989-01-17,0.0,0.0,0.0
40097,375195,Female,Other,Active,NEIGHBORHOOD EMPOWERMENT - AS NEEDED,4702,ELECTION ASSISTANT IV,2017-03-28,0.0,43848.0,43848.0
37502,369622,Female,Asian,Active,NEIGHBORHOOD EMPOWERMENT - AS NEEDED,4702,ADMIN INTERN,2015-01-12,0.0,41801.76,41801.76
41031,377174,Female,Caucasian,Active,NEIGHBORHOOD EMPOWERMENT - AS NEEDED,4702,STUDENT PROF WORKER,2016-04-04,0.0,34243.2,34243.2
28656,305600,Female,Asian,Active,NEIGHBORHOOD EMPOWERMENT,4701,GEN MGR NEIBRHD EMPWMNT,2007-11-18,0.0,180925.2,180925.2
7375,69103,Male,Hispanic,Active,NEIGHBORHOOD EMPOWERMENT,4701,SR MGMT ANALYST II,2001-09-16,0.0,131648.4,131648.4
23267,93994,Female,Caucasian,Active,NEIGHBORHOOD EMPOWERMENT,4701,MANAGEMENT ANALYST,2004-12-13,0.0,100307.52,100307.52
283,12619,Male,Asian,Active,NEIGHBORHOOD EMPOWERMENT,4701,NEIGHBRHD EMP ANALYST,1999-07-12,0.0,93918.24,93918.24
23866,101029,Male,Hispanic,Active,NEIGHBORHOOD EMPOWERMENT,4701,PROJECT COORDINATOR,2005-07-25,0.0,93918.24,93918.24
18915,70014,Male,Asian,Active,NEIGHBORHOOD EMPOWERMENT,4701,SR PROJECT COORDINATOR,2001-11-04,0.0,92289.6,92289.6
6463,62834,Female,Asian,Active,NEIGHBORHOOD EMPOWERMENT,4701,SR ACCOUNTANT I,2001-05-14,0.0,88948.8,88948.8
34768,355920,Male,Other,Active,NEIGHBORHOOD EMPOWERMENT,4701,SYSTEMS ANALYST,2013-05-09,0.0,72432.72,72432.72
35184,358267,Female,Hispanic,Active,NEIGHBORHOOD EMPOWERMENT,4701,PROJECT ASSISTANT,2013-07-10,0.0,63997.2,63997.2
21797,87209,Female,Hispanic,Active,NEIGHBORHOOD EMPOWERMENT,4701,ADMINISTRATIVE CLERK,2003-12-29,0.0,44244.72,44244.72
34290,350636,Female,Asian,Leave,NEIGHBORHOOD EMPOWERMENT,4701,STUDENT PROF WORKER,2012-10-07,0.0,34389.36,34389.36
34289,350633,Male,Hispanic,Leave,NEIGHBORHOOD EMPOWERMENT,4701,ELECTION ASSISTANT II,2012-10-07,0.0,28522.08,28522.08
34395,352097,Male,Caucasian,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE VII,2012-12-17,0.0,110705.76,110705.76
32664,339192,Female,Asian,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE VIII,2012-03-27,0.0,110288.16,110288.16
35377,360172,Male,Asian,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE VI,2013-10-09,0.0,98950.32,98950.32
3005,47160,Female,Asian,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE V,1999-11-22,0.0,83791.44,83791.44
42089,381047,Male,Black,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE IV,2016-09-05,0.0,62326.8,62326.8
44881,383064,Female,Caucasian,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE III,2016-12-12,0.0,56543.04,56543.04
46418,390729,Female,Hispanic,Active,MAYOR GRANT REIMBURSED,3652,MAYORAL AIDE I,2017-09-18,0.0,45205.2,45205.2
28005,109133,Male,Black,Active,MAYOR - AS NEEDED,3654,MAYORAL AIDE VIII,2007-05-29,12600.82,152737.2,165338.02
28142,297473,Male,Asian,Active,MAYOR - AS NEEDED,3654,MAYORAL AIDE VI,2007-05-07,0.0,91224.72,91224.72
15635,53918,Male,Black,Active,MAYOR - AS NEEDED,3654,MAYORAL AIDE V,2009-06-24,0.0,81557.28,81557.28
16792,63722,Male,Hispanic,Active,MAYOR,3651,MAYOR,2001-06-14,0.0,249095.53,249095.53
6522,63583,Female,Hispanic,Active,MAYOR,3651,CH OF STAFF MAYOR,2001-07-02,0.0,222225.84,222225.84
18573,26757,Male,Caucasian,Active,MAYOR,3651,DEPUTY MAYOR,2013-03-13,20765.42,188776.08,209541.5
42280,381059,Male,Caucasian,Active,MAYOR,3651,CH ADMIN ASST TO MAYOR,2016-09-05,0.0,170025.84,170025.84
48197,392856,Female,Black,Active,MAYOR,3651,MAYORAL AIDE VIII,2017-10-30,12600.82,152737.2,165338.02
35357,359114,Female,Caucasian,Active,MAYOR,3651,MAYORAL AIDE VII,2013-08-13,3393.52,123400.8,126794.32
24392,281021,Female,Hispanic,Active,MAYOR,3651,MAYORAL AIDE VI,2006-05-25,0.0,104462.64,104462.64
38959,373346,Male,Caucasian,Active,MAYOR,3651,MAYORAL AIDE V,2015-07-13,4865.82,88468.56,93334.38
17876,69658,Female,Caucasian,Active,MAYOR,3651,MAYORAL AIDE IV,2013-09-09,4497.03,81766.08,86263.11
44022,383983,Female,Hispanic,Active,MAYOR,3651,MAYORAL AIDE III,2017-01-23,8158.34,74165.76,82324.1
35457,359506,Male,Caucasian,Active,MAYOR,3651,MAYORAL AIDE II,2013-09-04,0.0,67567.68,67567.68
11446,68947,Female,American Indian,Active,MAYOR,3651,MAYORAL AIDE I,2001-02-26,0.0,54663.84,54663.84
21292,82521,Male,Caucasian,Active,LOS ANGELES ZOO,8701,GEN MGR L A ZOO,2003-07-01,0.0,251958.96,251958.96
605,24692,Female,Black,Active,LOS ANGELES ZOO,8701,ZOO ASST GM,1988-07-05,0.0,192972.96,192972.96
3150,29438,Female,Asian,Active,LOS ANGELES ZOO,8701,CH MANAGEMENT ANALYST,1989-09-14,0.0,165870.72,165870.72
12765,50942,Male,Asian,Active,LOS ANGELES ZOO,8701,LANDSCAPE ARCH/PM I,1998-08-31,0.0,138831.12,138831.12
31832,325486,Female,Asian,Active,LOS ANGELES ZOO,8701,ZOO VETERINARIAN III,2009-06-22,0.0,138622.32,138622.32
6,11580,Male,Caucasian,Active,LOS ANGELES ZOO,8701,SR MGMT ANALYST II,2006-08-20,0.0,131648.4,131648.4
38475,372361,Female,Caucasian,Active,LOS ANGELES ZOO,8701,CH VETERINARIAN,2015-06-15,0.0,130959.36,130959.36
507,10618,Male,Caucasian,Active,LOS ANGELES ZOO,8701,CONSTR & MAINT SUPV II,1984-02-27,6798.53,123609.6,130408.13
37345,368888,Female,Caucasian,Active,LOS ANGELES ZOO,8701,ANIMAL COLLECTN CURATOR,2014-11-30,0.0,129790.08,129790.08
16053,52509,Female,Asian,Active,LOS ANGELES ZOO,8701,SR PERSONNEL ANALYST I,2000-08-07,0.0,123400.8,123400.8
10985,41636,Male,Hispanic,Active,LOS ANGELES ZOO,8701,SR SYSTEMS ANALYST I,1998-02-15,0.0,118661.04,118661.04
23146,94482,Female,Caucasian,Active,LOS ANGELES ZOO,8701,ZOO CURATOR OF EDUC III,2005-01-10,0.0,117637.92,117637.92
36983,368039,Male,Other,Active,LOS ANGELES ZOO,8701,ZOO VETERINARIAN II,2014-10-05,0.0,114672.96,114672.96
11065,48980,Female,Asian,Active,LOS ANGELES ZOO,8701,SR MGMT ANALYST I,1998-07-13,0.0,109202.4,109202.4
3693,47289,Male,Hispanic,Active,LOS ANGELES ZOO,8701,SR PLUMBER,2000-04-24,0.0,100996.56,100996.56
25191,104907,Male,Asian,Active,LOS ANGELES ZOO,8701,SYSTEMS ANALYST,2005-12-27,0.0,100307.52,100307.52
13259,14006,Male,Caucasian,Active,LOS ANGELES ZOO,8701,SR ELECTRICIAN,2008-07-21,0.0,96820.56,96820.56
5297,35415,Male,Caucasian,Active,LOS ANGELES ZOO,8701,ZOO CURATOR OF REPTILES,1994-07-15,0.0,96653.52,96653.52
18864,69966,Female,Caucasian,Active,LOS ANGELES ZOO,8701,ZOO CURATOR OF EDUC II,2001-11-05,0.0,96653.52,96653.52
14468,33610,Female,Caucasian,Active,LOS ANGELES ZOO,8701,ZOO RESEARCH DIRECTOR,1985-07-01,0.0,95004.0,95004.0
34631,355873,Male,Caucasian,Active,LOS ANGELES ZOO,8701,ELECTRICIAN,2013-05-13,4851.99,88218.0,93069.99
3004,47149,Male,Caucasian,Active,LOS ANGELES ZOO,8701,GRAPHICS DESIGNER III,1986-03-03,0.0,92644.56,92644.56
10768,39990,Female,Caucasian,Active,LOS ANGELES ZOO,8701,EXEC ADMIN ASST III,1985-02-19,0.0,92519.28,92519.28
215,18108,Male,Caucasian,Active,LOS ANGELES ZOO,8701,SR CARPENTER,1999-12-06,0.0,92352.24,92352.24
34284,350532,Female,Caucasian,Active,LOS ANGELES ZOO,8701,PR PUBLIC RELATIONS REP,2012-10-15,0.0,92226.96,92226.96
3984,50989,Male,Caucasian,Active,LOS ANGELES ZOO,8701,PLUMBER,2000-08-28,0.0,91934.64,91934.64
32663,338924,Male,Hispanic,Active,LOS ANGELES ZOO,8701,AIR COND MECHANIC,2011-08-15,0.0,91934.64,91934.64
30203,314359,Female,Asian,Active,LOS ANGELES ZOO,8701,SR ACCOUNTANT I,2008-07-01,0.0,91391.76,91391.76
18260,49088,Male,Caucasian,Active,LOS ANGELES ZOO,8701,ZOO CURATOR,1987-12-05,0.0,89094.96,89094.96
14821,20358,Male,Hispanic,Active,LOS ANGELES ZOO,8701,SR PAINTER,1997-05-22,0.0,88572.96,88572.96
1891,39055,Male,Caucasian,Active,LOS ANGELES ZOO,8701,SHEET METAL WORKER,2000-02-07,0.0,88531.2,88531.2
28063,297533,Male,Asian,Active,LOS ANGELES ZOO,8701,AQUARIST II,2007-05-13,0.0,88468.56,88468.56
10576,47064,Male,Hispanic,Active,LOS ANGELES ZOO,8701,MASONRY WORKER,1999-05-19,0.0,87466.32,87466.32
5641,42531,Female,Caucasian,Active,LOS ANGELES ZOO,8701,EXEC ADMIN ASST II,1997-04-20,0.0,86317.92,86317.92
23355,95605,Male,Caucasian,Active,LOS ANGELES ZOO,8701,AUDIO VISUAL TECH,2005-02-22,0.0,85378.32,85378.32
9970,33364,Male,Asian,Active,LOS ANGELES ZOO,8701,PHOTOGRAPHER II,1995-06-05,0.0,85232.16,85232.16
25641,280261,Male,Caucasian,Active,LOS ANGELES ZOO,8701,PERSONNEL ANALYST,2006-05-01,0.0,85232.16,85232.16
23415,95351,Male,Caucasian,Active,LOS ANGELES ZOO,8701,CARPENTER,2014-05-18,0.0,84000.24,84000.24
25355,279890,Male,Hispanic,Active,LOS ANGELES ZOO,8701,GRAPHICS DESIGNER II,2006-04-17,0.0,82684.8,82684.8
11264,42044,Male,Caucasian,Active,LOS ANGELES ZOO,8701,PAINTER,1998-10-05,0.0,80513.28,80513.28
10063,34710,Male,Caucasian,Active,LOS ANGELES ZOO,8701,PR PARK SVCS ATTENDANT,1983-05-15,0.0,79845.12,79845.12
11304,44582,Male,Hispanic,Active,LOS ANGELES ZOO,8701,MECH REPAIRER,1991-11-18,0.0,79803.36,79803.36
19401,73419,Female,Hispanic,Active,LOS ANGELES ZOO,8701,ZOO CURATOR OF EDUC I,2002-07-01,2135.5,77652.72,79788.22
35867,61377,Male,Hispanic,Active,LOS ANGELES ZOO,8701,SR PARK MAINT SUPVR,1987-04-06,0.0,78759.36,78759.36
7150,20408,Male,Hispanic,Active,LOS ANGELES ZOO,8701,CEMENT FINISHER,1989-03-01,0.0,77130.72,77130.72
6802,60865,Male,Caucasian,Active,LOS ANGELES ZOO,8701,PR ANIMAL KEEPER,1998-03-14,0.0,74729.52,74729.52
1796,38769,Female,Caucasian,Active,LOS ANGELES ZOO,8701,SR ANIMAL KEEPER,1983-04-16,3888.38,70699.68,74588.06
5093,17779,Female,Caucasian,Active,LOS ANGELES ZOO,8701,VETERINARY TECHNICIAN,1984-07-01,0.0,73706.4,73706.4
6172,20889,Male,Caucasian,Active,LOS ANGELES ZOO,8701,TRUCK OPERATOR,1989-08-28,8687.65,63182.88,71870.53
21964,88468,Male,Asian,Active,LOS ANGELES ZOO,8701,MANAGEMENT ASSISTANT,2004-03-21,0.0,71326.08,71326.08
25779,71848,Female,Hispanic,Active,LOS ANGELES ZOO,8701,LIGHT EQUIP OPERATOR,2002-04-01,5317.61,64456.56,69774.17
5184,31587,Male,Caucasian,Active,LOS ANGELES ZOO,8701,ACCOUNTING CLERK,1992-06-16,0.0,69697.44,69697.44
34828,356902,Male,Caucasian,Active,LOS ANGELES ZOO,8701,AQUARIST I,2013-06-02,0.0,69530.4,69530.4
1623,42114,Female,Asian,Active,LOS ANGELES ZOO,8701,ANIMAL KEEPER,1985-07-22,3585.36,65187.36,68772.72
11192,36971,Male,Hispanic,Active,LOS ANGELES ZOO,8701,IRRIGATION SPECIALIST,1988-01-19,0.0,68277.6,68277.6
2713,48330,Female,Hispanic,Active,LOS ANGELES ZOO,8701,SR PARK SERVICES ATTND,1997-03-24,0.0,68173.2,68173.2
1597,35766,Female,Caucasian,Active,LOS ANGELES ZOO,8701,SR ADMINISTRATIVE CLERK,2000-09-11,0.0,66001.68,66001.68
35733,362787,Female,Asian,Active,LOS ANGELES ZOO,8701,ACCOUNTANT,2014-02-24,0.0,65062.08,65062.08
4952,27531,Male,Black,Active,LOS ANGELES ZOO,8701,HEAD CUSTODIAN SUPVR,1987-05-13,0.0,64915.92,64915.92
