,Overall Status,CD,COFO ISSUE DATE,DWELLING UNIT CHANGED,ISSUE DATE,JOB ADDRESS,PC SUBMT DATE,PERMIT GROUP,PERMIT NUMBER,PERMIT SUB-TYPE,PERMIT TYPE,SQUARE FOOTAGE,STATUS DESCRIPTION,USE DESCRIPTION,WORK DESCRIPTION,ZIP CODE,ADDRESS COUNT,ISSUE YEAR,PC YEAR
1409,Permits with CofO,12.0,2013-09-18 13:56:00,1.0,2013-02-06 12:44:00,18250 W NORDHOFF ST,,Building,13014-40000-00058,1 or 2 Family Dwelling,Bldg-Addition,3490.0,CofO Issued,Duplex,Convert Garage To 2nd Dwelling Unit Per Za Memo. #120. Add New Attached Carport As Per La City Standard Plan.,91325.0,1.0,2013.0,
1410,Permits with CofO,12.0,2015-01-26 15:34:00,1.0,2014-04-08 13:47:00,18257 W HALSTED ST,,Building,14010-20000-00329,1 or 2 Family Dwelling,Bldg-New,1447.0,CofO Issued,Dwelling - Single Family,New Second Dwelling Unit Per Za Memorandum No. 120,91325.0,1.0,2014.0,
1411,Permits with CofO,12.0,2016-01-05 08:18:00,1.0,2015-04-23 14:35:00,18259 W CHATSWORTH ST,,Building,15010-20000-00732,1 or 2 Family Dwelling,Bldg-New,1026.0,CofO Issued,Dwelling - Single Family,"New Two Story Single Family Dwelling 21'0""X24'8"" Per Za Memo 120.  Fully Sprinklered.  See Comments",91326.0,1.0,2015.0,
1412,Applications Submitted,3.0,,1.0,,18306 W CALVERT ST,2017-05-22 00:00:00,Building,17016-20000-13490,1 or 2 Family Dwelling,Bldg-Alter/Repair,334.0,Corrections Issued,Dwelling - Single Family,Ecpc - Convert Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069. & Per W.F.P.P.,91335.0,1.0,,2017.0
1413,Applications Submitted,3.0,,1.0,,18319 W CALVERT ST,2017-06-05 00:00:00,Building,17016-20000-14919,1 or 2 Family Dwelling,Bldg-Alter/Repair,361.0,Corrections Issued,Dwelling - Single Family,"Convert (E) 18'-2"" X 20'-2"" Attached Garage And Convert To (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per Wfpp. ",91335.0,1.0,,2017.0
1414,Permits with CofO,10.0,2011-09-20 10:16:00,1.0,2011-06-13 09:38:00,1832 S POINT VIEW ST,,Building,10016-10000-02221,1 or 2 Family Dwelling,Bldg-Alter/Repair,371.0,CofO Issued,Dwelling - Single Family,Convert (E) Recreation Room To Sfd (2nd Dwelling Unit Per Zi 120).  Comply With Department Order Effective Date 11/30/09.  Permit Will Expire 30 Days From Issuance Date.,90035.0,1.0,2011.0,
1415,Permits with CofO,12.0,2014-09-10 08:02:00,1.0,2013-11-20 15:08:00,18325-18327 W SUPERIOR ST,,Building,13016-10000-02541,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,CofO Issued,Duplex,Convert (E) Sfd W/Att Garage To Duplex W/Att Garage.  Proposed 2nd Unit Per Ab 1866 (855.7 Sf).  Also Relocate Stair At (E) Deck.  Related Elec/Hvac/Plumb,91325.0,1.0,2013.0,
1416,Permits without CofO,12.0,,1.0,2017-05-02 07:39:00,18330 W MINNEHAHA ST,,Building,16010-20001-04090,1 or 2 Family Dwelling,Bldg-Alter/Repair,806.0,Issued,Accessory Dwelling Unit,"Supplemental Permit To 16010-20000-04090 To Convert The 27'-0"" X 32'-0"" Detached Recreation Room To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069.",91326.0,1.0,2017.0,
1417,Applications Submitted,3.0,,1.0,,18331 W BESSEMER ST,2017-06-05 00:00:00,Building,17016-20000-14921,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Corrections Issued,Dwelling - Single Family,Convert (E) __ X __ Attached Garage To (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per Wfpp. ,91335.0,1.0,,2017.0
1418,Applications Submitted,12.0,,1.0,,18340 W STRATHERN ST,2003-09-30 00:00:00,Building,03016-20000-19676,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Corrections Issued,Dwelling - Single Family,Convert Living Quarter To 2nd Dwelling,91335.0,1.0,,2003.0
1419,Applications Submitted,4.0,,1.0,,1835 N SUNSET PLAZA DR,2011-08-31 00:00:00,Building,11014-30000-03148,1 or 2 Family Dwelling,Bldg-Addition,591.0,Reviewed by Supervisor,Duplex,Add Second Dwelling Unit With A One Car Attached Garage (Per Ab 1866) To An (E) Detached Two Car Garage At Front. Comply With Department Order Dated 3/18/2009,90069.0,1.0,,2011.0
1420,Permits without CofO,10.0,,1.0,2016-10-05 11:04:00,1837-1839 S CLOVERDALE AVE,,Building,16014-10000-03614,1 or 2 Family Dwelling,Bldg-Addition,1969.0,Issued,Duplex,Add 1-Story Second Unit (26'X32') To Rear Converting Sfd/Gar To Duplex/Gar.  Add Two Open Parking Spaces.,90019.0,1.0,2016.0,
1421,Permits without CofO,3.0,,1.0,2005-10-05 00:00:00,18414 W STRATHERN ST,,Building,05010-20000-04581,1 or 2 Family Dwelling,Bldg-New,640.0,Issued,Dwelling - Single Family,2nd Dwelling Unit 640 S.F.,91335.0,1.0,2005.0,
1422,Permits with CofO,4.0,2016-11-20 14:15:00,1.0,2015-12-21 10:52:00,1843 N OUTPOST DR,,Building,15014-20000-01590,1 or 2 Family Dwelling,Bldg-Addition,4169.0,CofO Issued,Dwelling - Single Family,"Remove Aprrox. 3.5'X20' Of Exist. Garage. And New 18'-5""X21'-9"" 2nd Dwelling Unit Addition Above Exist. Garage Per Za Memo 120.",90068.0,1.0,2015.0,
1423,Permits with CofO,5.0,2013-03-22 08:55:00,0.0,2012-03-16 12:52:00,1849 S FOX HILLS DR UNIT 2,,Building,12014-20000-00496,1 or 2 Family Dwelling,Bldg-Addition,235.0,CofO Issued,Duplex,Add 2nd Floor Home Office Room(+ 235 Sq Ft ) In (E)  1st Floor Living Area Of Rear 2nd Unit.New Pre Fab Fireplace.,90025.0,1.0,2012.0,
1424,Applications Submitted,10.0,,1.0,,1852 S HI POINT ST,2017-04-05 00:00:00,Building,17016-20000-08360,1 or 2 Family Dwelling,Bldg-Alter/Repair,416.0,PC Info Complete,Accessory Dwelling Unit,Convert (E) 22' X 20' Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 ,90035.0,1.0,,2017.0
1425,Permits without CofO,12.0,,1.0,2017-06-15 10:16:00,18547 W STRATHERN ST,,Building,16010-20000-04524,1 or 2 Family Dwelling,Bldg-New,826.0,Issued,Accessory Dwelling Unit,New 25' X 35' Accessory Dwelling Unit Per Ab2299 & Sb 1069.,91335.0,1.0,2017.0,
1426,Applications Submitted,12.0,,,,18549 W STRATHERN ST,2017-06-09 00:00:00,Building,16010-20001-04524,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Corrections Issued,Accessory Dwelling Unit,To Check The Plans Submitted On 09/30/2016 Under Ordinance#  184510 Per Ab-2299 & Sb 1069,91335.0,1.0,,2017.0
1427,Permits without CofO,12.0,,1.0,2017-08-02 15:15:00,18554-18556 W KINZIE ST,,Building,17014-20000-03134,1 or 2 Family Dwelling,Bldg-Addition,490.0,Issued,Dwelling - Single Family,"Convert (E) 19'0"" X 20'4""Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And Add 5'3"" X 19'5""To Expand Adu. All Work Per Wfpp.",91324.0,1.0,2017.0,
1428,Permits without CofO,8.0,,1.0,2017-04-12 10:00:00,1859 W 39TH ST,,Building,17016-20000-09058,1 or 2 Family Dwelling,Bldg-Alter/Repair,510.0,Issued,Accessory Dwelling Unit,"Convert (E) 21'2"" X 24'1"" Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 ",90062.0,1.0,2017.0,
1429,Applications Submitted,3.0,,1.0,,18600 W INGOMAR ST,2017-05-16 00:00:00,Building,17010-20000-01894,1 or 2 Family Dwelling,Bldg-New,1992.0,Reviewed by Supervisor,Accessory Dwelling Unit,New Detached Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And New Attached 2 Car Garage.,91335.0,1.0,,2017.0
1430,Applications Submitted,3.0,,1.0,,18612 W KESWICK ST,2017-03-28 00:00:00,Building,17010-10000-01286,1 or 2 Family Dwelling,Bldg-New,1031.0,Reviewed by Supervisor,Accessory Dwelling Unit,(N) 25'X44' 1100sft Adu Per Ab 2299 And Sb 1069 @ Rear Of Lot.  Design Per Type V Sheet/City Standards.,91335.0,1.0,,2017.0
1431,Permits without CofO,12.0,,1.0,2017-05-05 12:58:00,18612 W NORDHOFF ST,,Building,17014-20000-02031,1 or 2 Family Dwelling,Bldg-Addition,140.0,Issued,Accessory Dwelling Unit,"Remove 18'0"" X 18'0"" (E) Carport,  And Convert (E) Rec Room To (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069. All Work Per Wfpp.  Add 14'0"" X  10'0"" To (N) Accessory Dwelling Unit.",91324.0,1.0,2017.0,
1432,Applications Submitted,12.0,,1.0,,18613 W STRATHERN ST,2012-04-06 00:00:00,Building,12016-20000-06901,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,PC Info Complete,Dwelling - Single Family,Convert Existing 30'X30' Accessory Living Quarters To Second Dwelling Unit Per Za-120.,91335.0,1.0,,2012.0
1433,Applications Submitted,3.0,,1.0,,18614 W CALVERT ST,2017-06-12 00:00:00,Building,17016-20000-15751,1 or 2 Family Dwelling,Bldg-Alter/Repair,270.0,Corrections Issued,Dwelling - Single Family,"Convert 17'-4"" X 16'-6"" Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069",91335.0,1.0,,2017.0
1434,Permits with CofO,3.0,2017-05-31 06:11:00,1.0,2015-07-02 11:18:00,18620 W HART ST,,Building,15014-20000-00080,1 or 2 Family Dwelling,Bldg-Addition,1221.0,CofO Issued,Dwelling - Single Family,"Convert (E) Detached Garage To 2nd Unit & Add New Habitable & 2-Car Private Garage For Main House, & Open Pkg. Stall @ Front Of 2nd Dwelling Per Za Memorandum # 120.       Wfpp Is Part Of The Plans    ""Sprinklers Req'D Throughout""",91335.0,1.0,2015.0,
1435,Applications Submitted,12.0,,1.0,,18620 W NORDHOFF ST,2017-05-22 00:00:00,Building,17016-20000-13466,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Corrections Issued,Accessory Dwelling Unit,Ecpc - Convert Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069,91324.0,1.0,,2017.0
1436,Applications Submitted,3.0,,1.0,,18623 W VANOWEN ST,2006-05-15 00:00:00,Building,06010-20000-02010,1 or 2 Family Dwelling,Bldg-New,640.0,Corrections Issued,Dwelling - Single Family,New Detached 640 S.F. 2nd Dwelling W/Att. Garage.,91335.0,1.0,,2006.0
1437,Permits without CofO,12.0,,1.0,2016-01-22 15:58:00,18630-18632 W VINCENNES ST,,Building,14016-20000-20839,1 or 2 Family Dwelling,Bldg-Alter/Repair,1958.0,Issued,Duplex,"Convert (E) Sfd W/Att. 2-Car Carport To A Duplex W/Att. 2-Car Carport & 1-Open Pkg Stall  Per Za Memorandum  # 120.  Per ""Wfpp"".  (Max. Flr. Area Is For 2nd Dwelling 
Is 511 Sf.     <Note: No Add'N>",91324.0,1.0,2016.0,
1438,Applications Submitted,3.0,,1.0,,18637 W RUNNYMEDE ST,2017-06-14 00:00:00,Building,17014-20001-01435,1 or 2 Family Dwelling,Bldg-Addition,-64.0,Corrections Issued,Dwelling - Single Family,"Supplemental To Permit #17014-20000-01435 To Revise Work Description To Convert Garage To Accessory Dwelling Unit Ab 2299 And Sb 1069 And Remove 18' X 20'-1"" Carport And 5'-6"" X 11' Patio Cover.",91335.0,1.0,,2017.0
1439,Permits without CofO,12.0,,1.0,2017-07-27 15:10:00,18646 W SUNBURST ST,,Building,17016-20000-17560,1 or 2 Family Dwelling,Bldg-Alter/Repair,323.0,Issued,Dwelling - Single Family,Covnert (E) Attached Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069. Creating A Single Family Dwelling And Accessory Dwelling Unit.,91324.0,1.0,2017.0,
1440,Applications Submitted,3.0,,1.0,,18653 W CANTLAY ST,2017-03-28 00:00:00,Building,17010-20000-01262,1 or 2 Family Dwelling,Bldg-New,978.0,PC Info Complete,Accessory Dwelling Unit,"New 21'-6"" X 45'-6"" Accessory Dwelling Unit Per Ab 2299 & Sb 1069",91335.0,1.0,,2017.0
1441,Permits with CofO,12.0,2015-12-22 14:43:00,1.0,2015-08-19 10:08:00,18710 W CELTIC ST,,Building,14016-20000-20972,1 or 2 Family Dwelling,Bldg-Alter/Repair,,CofO Issued,Duplex,"Convert 705 Sf Of (E) 2-Story Sfd For 2nd Dwelling Unit Per Za Memorandum No.120|
",91326.0,1.0,2015.0,
1442,Permits without CofO,3.0,,1.0,2017-06-28 12:24:00,18715-18715 1/2 W WELBY WAY,,Building,17016-10000-02674,1 or 2 Family Dwelling,Bldg-Alter/Repair,217.0,Issued,Dwelling - Single Family,"Convert Attached (18'-9""X13'-0"")Rec. Rm To  An Accessory Dwelling Unit Per Ab 2299 & Sb1069",91335.0,1.0,2017.0,
1443,Permits without CofO,12.0,,1.0,2017-04-25 14:26:00,18730 W NORDHOFF ST,,Building,17016-20000-07859,1 or 2 Family Dwelling,Bldg-Alter/Repair,360.0,Issued,Accessory Dwelling Unit,Convert (E) 18' X 20' Detached Garage To An An Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91324.0,1.0,2017.0,
1444,Permits with CofO,12.0,2017-01-25 08:50:00,1.0,2015-01-29 10:31:00,18735 W STRATHERN ST,,Building,14016-20000-24120,1 or 2 Family Dwelling,Bldg-Alter/Repair,1047.0,CofO Issued,Dwelling - Single Family,Convert (E) Acc. Lvg. Qtrs. Into 2nd Dwelling Unit Per Za Memorandum 120.  No Change Floor Area Or Layout.  Convert Existing Laundry Area Into Kitchen.,91335.0,1.0,2015.0,
1445,Applications Submitted,3.0,,1.0,,18757 W LEADWELL ST,2017-05-19 00:00:00,Building,17014-20000-02319,1 or 2 Family Dwelling,Bldg-Addition,572.0,Verifications in Progress,Accessory Dwelling Unit,"Convert (E) Detached 20'-0"" X 24'-6"" Recreation Room To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And Add 13'-6"" X 22'-0"" 2-Story Addition. All Work Per Engineering. Comply With Department Order Effective Date 7/27/16. Permit Will Expire 30 Days From Issuance Date.",91335.0,1.0,,2017.0
1446,Permits without CofO,3.0,,1.0,2017-05-02 09:19:00,18770-18772 W STRATHERN ST,,Building,17014-20001-00632,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Dwelling - Single Family,"Supplemental Permit To 17014-20000-00632 & 17016-20000-01187 To Convert 31'2"" X 36'0"" (Irr. Shape) Portion Of (E) Dwelling To Accessory Dwelling Unit Per Ab 2299 And Sb 1069.",91335.0,1.0,2017.0,
1447,Applications Submitted,12.0,,1.0,,18822 W MERRIDY ST,2017-05-01 00:00:00,Building,17010-20000-01644,1 or 2 Family Dwelling,Bldg-New,1200.0,Reviewed by Supervisor,Accessory Dwelling Unit,New Accessory Dwelling Unit Per Ab 2299 & Sb 1069. All Work Per Wfpp,91324.0,1.0,,2017.0
1448,Applications Submitted,12.0,,0.0,,18917 W SUPERIOR ST,2016-09-26 00:00:00,Building,16014-10000-04550,1 or 2 Family Dwelling,Bldg-Addition,3354.0,Verifications in Progress,,Second Dwelling Unit Addition On Second Floor Persuant To Ordinance # 184510,91324.0,1.0,,2016.0
1449,Permits with CofO,3.0,2012-02-08 10:51:00,1.0,2008-07-16 14:21:00,18960 W GAULT ST,,Building,08014-20000-02481,1 or 2 Family Dwelling,Bldg-Addition,635.0,CofO Issued,Dwelling - Single Family,"Convert (E) 20'-3"" X 24' Recreation Room Into (N) 2nd Dwelling Per Ab 1866. Add 11' X 19'-3"" To (N) Unit - Max 635 Sf.",91335.0,1.0,2008.0,
1450,Applications Submitted,8.0,,1.0,,1900 W 74TH ST,2017-03-07 00:00:00,Building,17010-70000-00948,1 or 2 Family Dwelling,Bldg-Addition,690.0,Reviewed by Supervisor,Garage - Public,New Accessory Dwelling Unit Per Ab 2299 And Sb 1069.  Add 690 Sf To Existing Garage To Create New Accessory Dwelling Unit,90047.0,1.0,,2017.0
1451,Applications Submitted,3.0,,1.0,,19000 W VICTORY BLVD,2016-09-23 00:00:00,Building,16014-20000-04526,1 or 2 Family Dwelling,Bldg-Addition,414.0,Reviewed by Supervisor,Duplex,"Remove 8' X 18' Rear Portion,  Add 11' X 18' To The Front Of Detached Garage And Convert To 2nd Dwelling Unit Per Ordinance 184510.  All Works Are Per Wfpp.",91335.0,1.0,,2016.0
1452,Applications Submitted,3.0,,,,19010 W KESWICK ST,2010-04-15 00:00:00,Building,10016-20001-03759,1 or 2 Family Dwelling,Bldg-Addition,,Corrections Issued,,"Convert Sfd To Two Family Dwelling Per Ab-1866, 2nd Dwelling Unit With 2017 Sf  ***Add Additional Area & Patio***",91335.0,1.0,,2010.0
1453,Permits without CofO,3.0,,1.0,2017-07-17 15:03:00,19017 W FRIAR ST,,Building,17016-20000-16321,1 or 2 Family Dwelling,Bldg-Alter/Repair,366.0,Issued,Accessory Dwelling Unit,"Convert (E) 18'2"" X 20'1"" Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 

""Comply With Department Order Effective Date
06/06/2017. Permit Will Expire 30 Days From Issuance Date""",91335.0,1.0,2017.0,
1454,Applications Submitted,3.0,,1.0,,19041 W CALVERT ST,2017-06-22 00:00:00,Building,17014-20000-02985,1 or 2 Family Dwelling,Bldg-Addition,843.0,Reviewed by Supervisor,Dwelling - Single Family," Addition, Interior Remodel & Enclose (E) Patio Of (E) Sfd And Addition To (E) Attached Garage To Convert Into Accessory Dwelling Unit Per Ab 2299 & Sb 1069",91335.0,1.0,,2017.0
1455,Permits without CofO,3.0,,1.0,2016-10-04 14:17:00,19048 W KESWICK ST,,Building,15010-20000-03587,1 or 2 Family Dwelling,Bldg-New,1192.0,Issued,Dwelling - Single Family,"New Detached 23'11"" X 53'0"" 2nd Dwelling Unit Per Ordinance 184510.  Fully Sprinklered.  Per Wfpp.",91335.0,1.0,2016.0,
1456,Applications Submitted,11.0,,1.0,,1907 S GRANVILLE AVE,2017-06-13 00:00:00,Building,17010-20000-02279,1 or 2 Family Dwelling,Bldg-New,1200.0,Reviewed by Supervisor,Accessory Dwelling Unit,"(N) 40'-0"" X 36'-11"" Irregular Shape Accessory Dwelling Unit Per Ab 2299 & Sb 1069.",90025.0,1.0,,2017.0
1457,Permits without CofO,12.0,,1.0,2017-03-07 11:54:00,19100 W LASSEN ST,,Building,17014-20000-00374,1 or 2 Family Dwelling,Bldg-Addition,3712.0,Issued,Dwelling - Single Family,"One Story Addition Of 5'-6"" X 12'-5"" And Enclose And Convert (E) Patio Cover Of 17'-5"" X 15'-4"" Irrg. And Rec Room Of 20'-6"" X 20'-10"" Irrg. To Accessory Dwelling Unit Per Ab 2299 And Sb 1069 And Enclose (E) Cover Patio Of 10'-0"" X 12'-0"" To (E) One Story Sfd. All Work Per Wfpp. See Comments.",91324.0,1.0,2017.0,
1458,Permits without CofO,3.0,,1.0,2017-07-26 10:30:00,19106-19108 W HARTLAND ST,,Building,17016-20000-13138,1 or 2 Family Dwelling,Bldg-Alter/Repair,345.0,Issued,Accessory Dwelling Unit,Ecpc - Convert (E) Det. Garage To Adu Per Ab 2299 And Sb 1069,91335.0,1.0,2017.0,
1459,Permits with CofO,5.0,2014-09-20 11:43:00,1.0,2010-11-01 10:14:00,1912 S BENECIA AVE A & B,,Building,10016-30000-16705,1 or 2 Family Dwelling,Bldg-Alter/Repair,2671.0,CofO Issued,Duplex,Convert 683 Sq Ft Of Existing 2671 Sq Ft House Into A Second Dwelling Unit Per Ab1866. Replace Door And Convert Wet Bar To Kitchen.,90025.0,1.0,2010.0,
1460,Permits without CofO,3.0,,1.0,2017-03-23 11:17:00,19121 W WELBY WAY,,Building,17016-20000-02393,1 or 2 Family Dwelling,Bldg-Alter/Repair,397.0,Issued,Accessory Dwelling Unit,"Convert 19'11"" X 19'11"" Garage To Accessory Dwelling Unit Per Ab 2299 & Sb 1069",91335.0,1.0,2017.0,
1461,Permits with CofO,3.0,2015-10-29 11:05:00,1.0,2015-07-01 11:52:00,19122 W CANTARA ST,,Building,15014-20000-01512,1 or 2 Family Dwelling,Bldg-Addition,356.0,CofO Issued,Duplex,"Convert (E) 19'X20' Garage To A Second Dwelling Unit Per Za Memo #120 And Add Attached 9.17'X18' One-Car Carport To (E) Sfd. Comply With Dept. Order Effective Date 1/30/15, Permit Will Expire 30 Days From Issuance Date.",91335.0,1.0,2015.0,
1462,Permits without CofO,3.0,,1.0,2017-04-19 16:16:00,19128 W CANTARA ST,,Building,17016-20000-09062,1 or 2 Family Dwelling,Bldg-Alter/Repair,1144.0,Issued,Accessory Dwelling Unit,"Convert 31'-7"" X 26'-0"" Portion Of (E) 26' X 44' Storage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069",91335.0,1.0,2017.0,
1463,Applications Submitted,13.0,,1.0,,1913 N LAKE SHORE AVE,2017-05-24 00:00:00,Building,17016-10000-13799,1 or 2 Family Dwelling,Bldg-Alter/Repair,600.0,PC Info Complete,Accessory Dwelling Unit,"Convert (E) Garage Into Adu,  Per Ab 2299, Master Bath, New Windows, Stucco Structure, New Roof",90039.0,1.0,,2017.0
1464,Permits with CofO,3.0,2017-02-14 10:22:00,1.0,2016-02-18 14:56:00,19136 W CANTARA ST,,Building,16014-20000-00262,1 or 2 Family Dwelling,Bldg-Addition,331.4,CofO Issued,Duplex,"Add 14' X 24'8"" To The Rear Of Sfd For (N) 2nd Unit Per Memorandum Za-120.

",91335.0,1.0,2016.0,
1465,Applications Submitted,3.0,,1.0,,19140 W ARMINTA ST,2003-07-31 00:00:00,Building,03016-20000-15080,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Corrections Issued,Dwelling - Single Family,Change Of Use/Occupancy:  Convert Existing 1-Story Accessory Living Quarters To New 2nd Dwelling. Area=551 Sf.,91335.0,1.0,,2003.0
1466,Applications Submitted,12.0,,1.0,,19150 W COMMUNITY ST,2017-06-21 00:00:00,Building,17016-20000-16801,1 or 2 Family Dwelling,Bldg-Alter/Repair,504.0,Corrections Issued,Dwelling - Single Family,Convert Existing Attached Garage Into Accessory Dwelling Unit Per Ab 2299 & Sb 1069. Comply With Department Order Effective Date 05/10/2017. Permit Will Expire 30 Days From Issuance Date,91324.0,1.0,,2017.0
1467,Permits with CofO,3.0,2015-07-27 14:55:00,1.0,2015-02-17 11:02:00,19162 W CANTARA ST,,Building,14010-20000-02767,1 or 2 Family Dwelling,Bldg-New,1200.0,CofO Issued,Dwelling - Single Family,"New 30'0"" X 40'0"" Second Dwelling Unit Per Za 120. ""Fire Sprinkler Required""; Nfpa 13d.",91335.0,1.0,2015.0,
1468,Permits without CofO,10.0,,1.0,2017-04-27 15:24:00,1917 S CRESCENT HEIGHTS BLVD,,Building,17016-20000-10549,1 or 2 Family Dwelling,Bldg-Alter/Repair,316.0,Issued,Accessory Dwelling Unit,"Convert The (E) 19'-2"" X 18'-1"" Detached Garage Into (N) Accessory Dwelling Unit Per Ab 2299 And Sb 1069. ",90034.0,1.0,2017.0,
1469,Permits without CofO,3.0,,1.0,2017-07-21 09:37:00,19204-19206 W VANOWEN ST,,Building,17016-20000-15732,1 or 2 Family Dwelling,Bldg-Alter/Repair,372.0,Issued,Accessory Dwelling Unit,Ecpc - Convert (E) Garage To Accessory Dwelling Unit Per Ab 2299 And Sb 1069.,91335.0,1.0,2017.0,
1470,Permits without CofO,3.0,,1.0,2017-02-24 09:20:00,19206 W CANTARA ST,,Building,17016-20000-04184,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Issued,Accessory Dwelling Unit,Convert Accessory Living Quarters Per Permit # 06010-20000-05574 To Accessory Dwelling Unit Per Ab2299 And Sb 1069. No Change In Floor Area. ,91335.0,1.0,2017.0,
1471,Applications Submitted,3.0,,1.0,,19208 W ROSCOE BLVD,2017-06-12 00:00:00,Building,17016-30000-15815,1 or 2 Family Dwelling,Bldg-Addition,,Corrections Issued,,Garage Conversion  To  Accessory Dwelling Unit Per Ab2299 And Sb1069,91324.0,1.0,,2017.0
1472,Permits without CofO,3.0,,1.0,2017-07-17 10:34:00,19210 W LINNET ST,,Building,17016-20000-17155,1 or 2 Family Dwelling,Bldg-Alter/Repair,0.0,Issued,Accessory Dwelling Unit,Convert (E) Accessory Living Quarter (07010-20000-04442) To Accessory Dwelling Unit Per Ab 2299 And Sb 1069,91356.0,1.0,2017.0,
1473,Applications Submitted,3.0,,1.0,,19211 W SYLVAN ST,2017-06-16 00:00:00,Building,17016-20000-16328,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Corrections Issued,Dwelling - Single Family,"Ecpc -  Convert (E) Att Garage To Adu Per Ab Ss99 And Sb 1069. Comply With Department Order Effective Date
03/21/2017. Permit Will Expire 30 Days From Issuance Date",91335.0,1.0,,2017.0
1474,Applications Submitted,3.0,,1.0,,19220 W LANARK ST,2017-04-13 00:00:00,Building,17010-20000-01454,1 or 2 Family Dwelling,Bldg-New,1117.0,Verifications in Progress,Accessory Dwelling Unit,New Adu Per Ab 2299 And Sb 1069.,91335.0,1.0,,2017.0
1475,Applications Submitted,3.0,,1.0,,19227 W INGOMAR ST,2017-06-22 00:00:00,Building,17016-20000-16965,1 or 2 Family Dwelling,Bldg-Alter/Repair,,Reviewed by Supervisor,Accessory Dwelling Unit,"Convert  20'-4"" X 22'-4"" Irregular Shape Portion Of (E) 1st Story Storage/Workshop & 20'- 4"" X 39'-7"" (E) Second Floor Detached Storage/Workshop Into Accessory Dwelling Unit Per Ab 2299 & Sb 1069.",91335.0,1.0,,2017.0
1476,Applications Submitted,15.0,,,,1923 E 111TH ST,2013-04-24 00:00:00,Building,13010-70000-01198,1 or 2 Family Dwelling,Bldg-New,,Verifications in Progress,Dwelling - Single Family,Proposed 2-Story 2nd Dwelling In R1 Zone Per Ab 1866 (1156 Sq Ft); Comply With Department Order Effective Date 03/21/2013. Permit Will Expire 30 Days From Issuance Date.,90059.0,1.0,,2013.0
1477,Applications Submitted,3.0,,1.0,,19234 W CANTARA ST,2017-06-19 00:00:00,Building,17010-70000-02347,1 or 2 Family Dwelling,Bldg-New,1142.0,Reviewed by Supervisor,Accessory Dwelling Unit,New 1-Story Accessory Dwelling Unit Per Ab 2299 And Sb 1069 Using P/Bc 2017-004 Wood Frame Prescriptive Provisions For One Story Residential Construction,91335.0,1.0,,2017.0
1478,Permits without CofO,3.0,,1.0,2017-03-17 16:02:00,19240 W CALVERT ST,,Building,17014-20000-00639,1 or 2 Family Dwelling,Bldg-Addition,740.0,Issued,Accessory Dwelling Unit,"Convert (E) 20'0"" X 18'4"" Garage To An Accessory Dwelling Unit Per Ab 2299 And Sb 1069 . Add 18'4"" X 22'3"" Addition To Expand Adu. All Work Per Engineering.",91335.0,1.0,2017.0,
1479,Permits with CofO,3.0,2013-01-17 14:38:00,1.0,2011-11-28 16:21:00,19241 W WELLS DR,,Building,11014-30000-03257,1 or 2 Family Dwelling,Bldg-Addition,2128.0,CofO Issued,Duplex,"Add 1097 Sf , Second Story, Second Dwelling Unit, Per Za Memorandun #120, And A Rec Room. ",91356.0,1.0,2011.0,
1480,Permits without CofO,11.0,,1.0,2015-08-18 09:38:00,1928 N MANDEVILLE CANYON ROAD,,Building,15014-10000-02653,1 or 2 Family Dwelling,Bldg-New,722.0,Issued,Dwelling - Single Family,New Second Dwelling Unit Per Ab 1866,90049.0,1.0,2015.0,
